"NUMBER","DRIVER_NUMBER","LAP_NUMBER","LAP_TIME","S1","S2","S3","KPH","ELAPSED","CLASS","TEAM","AVG_TRACK_TEMP","YEAR","TIRE_TYPE"
1,1,1,93.837,34.89,34.465,24.482,138.2,93.837,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,1,2,147.894,56.343,56.611,34.94,87.7,241.731,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,1,3,149.963,56.293,56.737,36.933,86.5,391.694,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,1,4,148.385,56.937,55.885,35.563,87.4,540.079,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,1,5,157.042,66.231,65.663,25.148,82.6,697.121,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,1,6,87.634,33.035,34.113,20.486,148,784.755,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,1,7,86.951,32.639,34,20.312,149.1,871.706,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,1,8,87.086,32.613,34.084,20.389,148.9,958.792,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,1,9,86.514,32.254,34.023,20.237,149.9,1045.306,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,1,10,86.458,32.307,33.903,20.248,150,1131.764,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,1,11,160.918,32.431,34.1,94.387,80.6,1292.682,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,12,93.398,38.68,34.152,20.566,138.8,1386.08,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,13,86.849,32.603,33.944,20.302,149.3,1472.929,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,14,87.044,32.678,33.973,20.393,149,1559.973,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,15,87.646,32.808,34.401,20.437,147.9,1647.619,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,16,87.092,32.593,34.049,20.45,148.9,1734.711,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,17,87.483,32.732,34.326,20.425,148.2,1822.194,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,18,87.553,32.745,34.109,20.699,148.1,1909.747,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,19,88.741,33.634,34.535,20.572,146.1,1998.488,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,20,87.469,32.843,34.135,20.491,148.2,2085.957,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,21,87.424,32.865,34.031,20.528,148.3,2173.381,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,22,87.617,32.945,34.142,20.53,148,2260.998,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,23,87.583,32.95,34.176,20.457,148,2348.581,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,24,88.042,32.951,34.257,20.834,147.3,2436.623,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,25,87.928,33.259,34.096,20.573,147.5,2524.551,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,26,88.439,33.405,34.394,20.64,146.6,2612.99,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,27,88.083,33.204,34.293,20.586,147.2,2701.073,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,28,89.414,33.157,35.659,20.598,145,2790.487,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,29,88.836,33.279,34.579,20.978,146,2879.323,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,30,91.181,34.407,35.231,21.543,142.2,2970.504,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
1,2,31,90.127,33.698,35.433,20.996,143.9,3060.631,"Pro","Wayne Taylor Racing",110.78,2021,"Pirelli"
16,2,1,94.629,35.211,34.804,24.614,137,94.629,"Pro","Change Racing",110.78,2021,"Pirelli"
16,2,2,148.265,56.295,56.489,35.481,87.5,242.894,"Pro","Change Racing",110.78,2021,"Pirelli"
16,2,3,149.779,55.963,56.596,37.22,86.6,392.673,"Pro","Change Racing",110.78,2021,"Pirelli"
16,2,4,148.816,57.704,55.351,35.761,87.1,541.489,"Pro","Change Racing",110.78,2021,"Pirelli"
16,2,5,156.143,65.953,65.124,25.066,83,697.632,"Pro","Change Racing",110.78,2021,"Pirelli"
16,2,6,87.798,32.95,34.383,20.465,147.7,785.43,"Pro","Change Racing",110.78,2021,"Pirelli"
16,2,7,86.999,32.558,34.093,20.348,149,872.429,"Pro","Change Racing",110.78,2021,"Pirelli"
16,2,8,86.892,32.401,34.128,20.363,149.2,959.321,"Pro","Change Racing",110.78,2021,"Pirelli"
16,2,9,86.519,32.371,33.879,20.269,149.9,1045.84,"Pro","Change Racing",110.78,2021,"Pirelli"
16,2,10,86.445,32.271,33.886,20.288,150,1132.285,"Pro","Change Racing",110.78,2021,"Pirelli"
16,2,11,86.954,32.563,34.102,20.289,149.1,1219.239,"Pro","Change Racing",110.78,2021,"Pirelli"
16,2,12,86.489,32.225,33.866,20.398,149.9,1305.728,"Pro","Change Racing",110.78,2021,"Pirelli"
16,2,13,161.296,32.501,33.939,94.856,80.4,1467.024,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,14,91.749,37.282,34.179,20.288,141.3,1558.773,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,15,87.364,32.926,34.043,20.395,148.4,1646.137,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,16,87.039,32.549,34.021,20.469,149,1733.176,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,17,87.278,32.801,33.98,20.497,148.6,1820.454,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,18,87.997,32.75,34.32,20.927,147.3,1908.451,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,19,87.312,32.783,34.046,20.483,148.5,1995.763,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,20,87.052,32.66,34.004,20.388,148.9,2082.815,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,21,86.907,32.723,33.816,20.368,149.2,2169.722,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,22,87.475,32.757,34.225,20.493,148.2,2257.197,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,23,87.581,32.875,34.225,20.481,148,2344.778,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,24,87.982,32.851,34.552,20.579,147.4,2432.76,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,25,87.768,32.897,34.26,20.611,147.7,2520.528,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,26,87.92,33.158,34.113,20.649,147.5,2608.448,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,27,88.173,33.238,34.377,20.558,147.1,2696.621,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,28,89.113,33.439,34.871,20.803,145.5,2785.734,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,29,88.285,33.248,34.304,20.733,146.9,2874.019,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,30,88.24,33.156,34.496,20.588,146.9,2962.259,"Pro","Change Racing",110.78,2021,"Pirelli"
16,1,31,88.541,33.265,34.504,20.772,146.4,3050.8,"Pro","Change Racing",110.78,2021,"Pirelli"
22,1,1,95.141,35.848,34.749,24.544,136.3,95.141,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,2,148.2,56.324,56.445,35.431,87.5,243.341,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,3,149.982,56.126,56.535,37.321,86.5,393.323,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,4,148.861,57.594,55.417,35.85,87.1,542.184,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,5,155.862,65.977,64.885,25,83.2,698.046,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,6,88.183,33.036,34.692,20.455,147,786.229,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,7,88.444,32.759,35.133,20.552,146.6,874.673,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,8,99.848,32.36,34.156,33.332,129.9,974.521,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,9,92.006,37.399,34.306,20.301,140.9,1066.527,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,10,86.638,32.294,34.022,20.322,149.7,1153.165,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,11,162.668,32.389,34.341,95.938,79.7,1315.833,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,12,92.662,37.526,34.683,20.453,139.9,1408.495,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,13,86.338,32.246,33.851,20.241,150.2,1494.833,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,14,86.641,32.286,33.968,20.387,149.7,1581.474,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,15,87.494,32.976,34.179,20.339,148.2,1668.968,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,16,86.879,32.426,33.983,20.47,149.2,1755.847,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,17,89.493,33.729,35.175,20.589,144.9,1845.34,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,18,87.555,32.547,34.459,20.549,148.1,1932.895,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,19,88.038,32.797,34.486,20.755,147.3,2020.933,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,20,89.285,33.074,35.43,20.781,145.2,2110.218,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,21,88.041,32.875,34.512,20.654,147.3,2198.259,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,22,88.729,33.481,34.589,20.659,146.1,2286.988,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,23,88.148,32.772,34.392,20.984,147.1,2375.136,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,24,88.681,32.744,35.078,20.859,146.2,2463.817,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,25,88.365,33.08,34.632,20.653,146.7,2552.182,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,26,88.826,33.808,34.408,20.61,146,2641.008,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,27,88.882,33.247,34.82,20.815,145.9,2729.89,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,28,89.446,34.017,34.624,20.805,145,2819.336,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,29,88.562,33.09,34.76,20.712,146.4,2907.898,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,30,88.443,32.923,34.708,20.812,146.6,2996.341,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
22,1,31,89.133,33.533,34.803,20.797,145.5,3085.474,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,1,93.025,33.554,34.545,24.926,139.4,93.025,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,2,147.483,56.573,56.675,34.235,87.9,240.508,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,3,149.824,56.453,57.048,36.323,86.5,390.332,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,4,148.849,57.569,55.955,35.325,87.1,539.181,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,5,157.609,66.482,65.824,25.303,82.3,696.79,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,6,87.403,32.83,34.294,20.279,148.3,784.193,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,7,87.021,32.694,33.983,20.344,149,871.214,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,8,86.876,32.672,33.924,20.28,149.2,958.09,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,9,86.216,32.262,33.786,20.168,150.4,1044.306,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,10,86.092,32.292,33.639,20.161,150.6,1130.398,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,11,86.25,32.374,33.636,20.24,150.3,1216.648,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,12,86.182,32.311,33.622,20.249,150.5,1302.83,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,13,162.692,32.812,34.184,95.696,79.7,1465.522,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,14,91.373,37.002,34.024,20.347,141.9,1556.895,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,15,87.018,32.819,33.915,20.284,149,1643.913,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,16,86.98,32.628,33.958,20.394,149.1,1730.893,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,17,87.081,32.729,33.911,20.441,148.9,1817.974,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,18,88.424,32.907,35.032,20.485,146.6,1906.398,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,19,87.126,32.496,34.134,20.496,148.8,1993.524,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,20,87.428,33.003,33.985,20.44,148.3,2080.952,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,21,87.187,32.74,34.087,20.36,148.7,2168.139,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,22,87,32.699,33.855,20.446,149,2255.139,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,23,87.216,32.706,33.938,20.572,148.7,2342.355,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,24,87.907,33.016,34.344,20.547,147.5,2430.262,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,25,88.057,32.935,34.497,20.625,147.2,2518.319,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,26,87.825,33.128,34.176,20.521,147.6,2606.144,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,27,88.681,33.069,34.588,21.024,146.2,2694.825,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,28,89.323,34.189,34.493,20.641,145.2,2784.148,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,29,88.067,33.211,34.194,20.662,147.2,2872.215,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,30,88.061,33.115,34.393,20.553,147.2,2960.276,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
27,1,31,88.598,33.21,34.671,20.717,146.3,3048.874,"Pro","Dream Racing Motorsport",110.78,2021,"Pirelli"
3,1,1,183.497,107.348,38.676,37.473,70.7,183.497,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,2,115.519,43.621,41.583,30.315,112.2,299.016,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,3,116.955,43.042,42.92,30.993,110.9,415.971,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,4,148.094,56.124,57.196,34.774,87.6,564.065,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,5,144.452,64.709,58.119,21.624,89.8,708.517,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,6,90.825,34.025,36.061,20.739,142.8,799.342,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,7,89.289,33.247,34.85,21.192,145.2,888.631,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,8,88.05,33.517,34.142,20.391,147.3,976.681,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,9,86.382,32.281,33.719,20.382,150.1,1063.063,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,10,86.878,32.672,33.912,20.294,149.2,1149.941,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,11,86.879,32.673,33.705,20.501,149.2,1236.82,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,12,162.846,32.705,34.302,95.839,79.6,1399.666,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,13,92.66,37.449,34.809,20.402,139.9,1492.326,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,14,87.068,32.688,33.965,20.415,148.9,1579.394,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,15,86.95,32.56,33.92,20.47,149.1,1666.344,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,16,87.865,32.781,34.392,20.692,147.6,1754.209,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,17,89.001,33.909,34.549,20.543,145.7,1843.21,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,18,88.59,32.853,34.905,20.832,146.4,1931.8,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,19,87.981,32.957,34.405,20.619,147.4,2019.781,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,20,91.601,33.108,37.643,20.85,141.6,2111.382,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,21,88.801,33.091,34.875,20.835,146,2200.183,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,22,88.707,33.084,35.029,20.594,146.2,2288.89,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,23,88.839,33.19,34.847,20.802,146,2377.729,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,24,89.758,33.105,35.424,21.229,144.5,2467.487,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,25,89.451,33.746,34.824,20.881,145,2556.938,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,26,89.189,33.477,34.786,20.926,145.4,2646.127,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,27,88.883,33.342,34.599,20.942,145.9,2735.01,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,28,89.456,33.845,34.737,20.874,144.9,2824.466,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,29,89.104,33.531,34.616,20.957,145.5,2913.57,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,30,89.815,34.119,34.778,20.918,144.4,3003.385,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
3,1,31,90.567,33.444,36.028,21.095,143.2,3093.952,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,1,95.53,35.84,35.99,23.7,135.7,95.53,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,2,148.663,56.461,56.556,35.646,87.2,244.193,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,3,149.884,56.051,56.826,37.007,86.5,394.077,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,4,149.111,58.438,54.54,36.133,87,543.188,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,5,155.505,66.537,63.763,25.205,83.4,698.693,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,6,88.711,33.156,34.771,20.784,146.2,787.404,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,7,88.233,32.822,34.551,20.86,147,875.637,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,8,87.791,33.08,34.216,20.495,147.7,963.428,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,9,87.106,32.543,34.099,20.464,148.9,1050.534,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,10,86.973,32.542,33.919,20.512,149.1,1137.507,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,11,86.787,32.442,33.956,20.389,149.4,1224.294,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,12,161.465,32.53,34.049,94.886,80.3,1385.759,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,13,93.703,38.92,34.33,20.453,138.4,1479.462,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,14,87.233,32.746,34.057,20.43,148.6,1566.695,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,15,87.39,32.732,34.12,20.538,148.4,1654.085,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,16,87.552,33.108,33.992,20.452,148.1,1741.637,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,17,87.366,32.903,33.956,20.507,148.4,1829.003,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,18,88.075,33.077,34.23,20.768,147.2,1917.078,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,19,87.821,32.947,34.277,20.597,147.6,2004.899,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,20,89.291,33.061,34.878,21.352,145.2,2094.19,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,21,88.197,33.232,34.301,20.664,147,2182.387,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,22,88.115,33.21,34.357,20.548,147.2,2270.502,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,23,88.634,33.244,34.658,20.732,146.3,2359.136,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,24,88.223,33.18,34.336,20.707,147,2447.359,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,25,88.951,33.491,34.774,20.686,145.8,2536.31,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,26,89.616,33.339,35.31,20.967,144.7,2625.926,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,27,89.102,33.638,34.801,20.663,145.5,2715.028,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,28,89.009,33.38,34.627,21.002,145.7,2804.037,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,29,88.637,33.164,34.647,20.826,146.3,2892.674,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,30,88.609,33.327,34.513,20.769,146.3,2981.283,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
44,1,31,88.749,33.412,34.459,20.878,146.1,3070.032,"Pro","Ansa Motorsports",110.78,2021,"Pirelli"
48,1,1,96.735,36.069,36.654,24.012,134,96.735,"Pro","Kelly-Moss Road and Race",110.78,2021,"Pirelli"
48,1,2,149.204,58.414,56.34,34.45,86.9,245.939,"Pro","Kelly-Moss Road and Race",110.78,2021,"Pirelli"
